IDCOMMANDES;NUMCOMMANDE;IDOFFRES;DATECOMMANDE;MONTANTHONOTAIRE;DATEDEMARRAGE;DUREE;NUMAFFAIRE;ADRESSEFACTURATION;EXONERETVA;PRECOMPTETVA
2772;P-148A-14/NDN;3825;13/05/2014;3325000;;18;2580-CT-14;58 RUE SAINT MICHEL ;0;0
2773;P-159-14/NDN;3827;14/05/2014;225000;;5 JOURS;2581-CT-14;"PARCELLES ASSAINIES
KEUR MASSAR";0;0
2774;P-116E-11/MP;3828;29/04/2014;7200000;;18 MOIS;2573-CT-14;"KM 20 ROUTE DE RUFISQUE
ENTREE ZAC MBAO";0;0
2775;P-165-14/NDN;3834;19/05/2014;400000;;5 JOURS;2582-CT-14;LOT N¯9 CITE ECOLE POLICE MERMOZ ;0;0
2776;P-163-14/BE;3832;19/05/2014;2400000;;;2583-CT-14;Avenue FÈlix Eboue x Route des Brasseries;0;0
2777;P-112-14/NDN;3878;03/04/2014;300000;;;2559-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2778;P-158A-14/NDN;3835;20/05/2014;1700000;;6 MOIS;2584-CT-14;"QUARTIER MONTAGNE 
";0;0
2779;P-131A-14/NDN;3881;22/05/2014;1400000;;5 JOURS;2573-CT-14;82, SacrÈ coeur III VDN - DAKAR ;0;1
2780;P-178-14/NDN;3890;27/05/2014;423728;;5 JOURS;2586-CT-14;HLM NIMZATT;0;0
2781;P-156A-14/NDN;3837;27/05/2014;1700000;;6 MOIS;2587-CT-14;AVENUE FELIX EBOUE PRES PHARMACIE BEL-AIR;0;0
2782;P-155-14/NDN;3841;27/05/2014;7000000;;10 MOIS;2588-CT-14;8, RUE NANI, FANN HOCK;0;0
2783;P-022B-14/NDN;3722;05/06/2014;254237;;5 JOURS;2589-CT-14;SICAP AMITIE 3 N¯4432;0;0
2784;P-145A-14/NDN;3848;05/06/2014;2200000;;10 MOIS;2590-CT-14;POINT E, RUE 6 X C;0;0
2785;P-186-14/NDN;3902;06/06/2014;300000;;5 JOURS;2591-CT-14;82, SacrÈ coeur III VDN - DAKAR ;0;0
2786;P-189-14/NDN;3903;10/06/2014;360000;;5 JOURS;2592-CT-14;SICAP LIBERTE VI N¯6745;0;0
2787;P-102-14/NDN;3871;11/06/2014;2500000;;10 MOIS;2593-CT-14;"SC ABDOURAHMANE NDIAYE
PARCELLES ASSAINIES UNITE 16";0;0
2788;P-082-14/NDN;3754;11/06/2014;0;;5 JOURS;2594-CT-14;SACRE COEUR III NR 9689;0;0
2789;P-168A-14/NDN;3842;17/06/2014;3120000;;7 MOIS;2596-CT-14;"LIBERTE 6 EXTENSION
VILLA N¯7";0;0
2790;P-182A-14/NDN;3905;16/06/2014;500000;;5 JOURS;2598-CT-14;YOFF RANRHAR;0;0
2792;P-183A-14/NDN;3906;17/06/2014;850000;;;2597-CT-14;YOFF RANRHAR;0;0
2793;P-180A-14/NDN;3901;17/06/2014;500000;;;2599-CT-14;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2794;P-423-13/NDN - CONVENTION N¯14/007;0;19/06/2014;0;01/09/2014;24 MOIS;2600-CT-14;"11, RUE MALANG X BOULEVARD DJILY MBAYE
IMMEUBLE ELECTRA 1, 1E ETAGE";0;0
2795;P-191-14/NDN;3911;19/06/2014;150000;;5 MOIS;2601-CT-14;CITE KEUR DAMEL VILLA N¯75;0;0
2796;P-200-14/NDN;3921;23/06/2014;200000;;10 JOURS;2602-CT-14;SODIDA LOT N¯1;0;0
2797;P-167-14/NDN;3839;24/06/2014;1450000;;4 MOIS;2603-CT-14;"LIBERTE 6 EXTENSION
VILLA N¯7";0;0
2798;P-201-14/NDN;3922;24/06/2014;1400000;;10 JOURS;2604-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2799;P-261-09/NGD;924;13/10/2009;12133850;13/11/2009;36;1567-CT-09;"Place de l?UnitÈ Africaine
DAKAR  
";0;0
2801;P-262-09/NGD;923;13/10/2009;18960000;13/11/2009;36;1567-CT-09;Place de l'UnitÈ africaine - DAKAR;0;0
2802;P-202-14/NDN;3923;25/06/2014;700000;;;2605-CT-14;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2803;P-206-14/NDN;3926;01/07/2014;350000;;5 JOURS;2606-CT-14;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2804;P-174A-14/NDN;3896;03/07/2014;500000;;5 JOURS;2610-CT-14;38, Avenue Malick SY;0;0
2805;P-175A-14/NDN;3897;03/07/2014;600000;;5 JOURS;2611-CT-14;38, Avenue Malick SY;0;0
2807;P-194-14/NDN;3915;04/07/2014;800000;;5 JOURS;2612-CT-14;Km 8,5 bd du Centenaire de la commune de Dakar;0;0
2809;P-104A-11/NGD;2920;22/11/2011;7000000;;18 MOIS;1989-CT-11;"Rue 9 X Av. Martin Luther King (Corniche MÈdina)
Immeuble MKR 2ä Ètage";0;0
2810;P-190B-14/NDN;3912;08/07/2014;2500000;;3 MOIS;2613-CT-14;"EGBTP /  Amadou Hane SARL
MarÇchal Bugeaud
Kaolack- SÈnÈgal";0;0
2811;P-214-14/NDN;3927;09/07/2014;100000;;5 jours;2614-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2812;P-216-14/NDN;3938;15/07/2014;140000;;;2615-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2813;P-018-12/NGD;3001;23/01/2012;5000000;;12;2030-CT-12;Avenue Cheikh A. Bamba X Rue 38 en face place de l'obÈlisque;0;0
2814;P-034-13/MP;3018;27/02/2013;250000;;;2284-CT-13;Route des Almadies - DAKAR ;0;0
2815;P-253A-12/NDN;3939;10/01/2013;6500000;04/11/2013;24 MOIS;2249-CT-13;Sicap AmitiÈ2 N∞4238 1er Ètage Apt. C Dakar ;0;0
2816;P-320A-11/SN;3019;01/02/2012;2800000;;12 MOIS;2037-CT-12;"HLM Grand Yoff CitÈ Assane Diop
Lot n¯28, 3Ëme Ètage
";0;0
2818;P-177A-14/NDN;3899;23/07/2014;5000000;;;2618-CT-14;SICAP LIBERTE 1;0;0
2819;P-215-14/NDN;3937;24/07/2014;338983;;;2617-CT-14;OUEST FOIRE;0;0
2820;P-415A-13/NDN;3669;31/07/2014;4000000;08/08/2014;14;2624-CT-14;PLACE DE L'INDEPENDANCE 1;0;0
2821;P-238-14/NDN;3943;01/08/2014;560000;;4 JOURS;2626-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2822;P-239-14/NDN;3938;01/08/2014;140000;;05 JOURS;2625-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2823;P-233-14/NDN;3942;24/07/2014;600000;;5 JOURS;2619-CT-14;AV. BLAISE DIAGNE;0;0
2824;P-210-14/NDN;3946;30/07/2014;2500000;;8 MOIS;2623-CT-14;102, rue CARNOT - DAKAR;0;0
2825;P-221B-14;3947;28/07/2014;1200000;;3 MOIS;2621-CT-14;RUE 5 X KEUR DJARAF, POINT E;0;0
2826;P-247-14/NDN;3949;04/08/2014;200000;;5 JOURS;2627-CT-14;"ENSECOM S/C AGETIP 
BD Djily MBAYE X BÈranger FERRAUD BP 143 Dakar";0;0
2827;P-249-14/NDN;3950;05/08/2014;0;;5 JOURS;2628-CT-14;CITE OUSMANE NGOM;0;0
2828;P-181A-14/NDN;3904;05/08/2014;2700000;;05 MOIS;2629-CT-14;29-30 COMICO CITE VDN;0;0
2829;P-244-14/NDN;3951;06/08/2014;250000;;5 JOURS;2630-CT-14;BLOC 49 HLM FASS 3E ETAGE;0;0
2830;P-252A-14/NDN;3953;08/08/2014;400000;;5 JOURS;2631-CT-14;PARCELLES ASSAINIES UNITE 18 N¯311;0;0
2831;CONVENTION N;3954;11/08/2014;100475000;;;2632-CT-14;La pointe des Almadies - DAKAR;0;0
2832;P-245A-14/NDN;3956;12/08/2014;2500000;;5 JOURS;2633-CT-14;Corniche ouest x rue 19 - DAKAR ;0;0
2833;P-076-14/NDN;3758;13/08/2014;1400000;;;2635-CT-14;"UCAD
5005 DAKAR FANN";0;0
2834;P-127-14/NDN;3889;13/08/2014;800000;;;2636-CT-14;SACRE COEUR II VILLA N¯9883;0;0
2835;P-222A-14/NDN;3962;25/08/2014;5000000;;4 MOIS;2640-CT-14;"VILLA 38 - 2E ETAGE A DROITE
MERMOZ PYROTECHNIE EN FACE ECOLE FRANCO ARABE IMAM MALICK";0;0
2836;P-172A-14/NDN;3894;26/08/2014;2800000;;04 MOIS;2639-CT-14;"VILLA TAROU II
STELE MERMOZ
AV. CHEIKH ANTA DIOP ROUTE DE OUAKAM";0;0
2837;P-400A-13/NDN;3654;27/08/2014;4000000;;08 MOIS;2641-CT-14;Place de l'O.I.T.  rond point Colobane - Dakar ;0;0
2838;P-225-14/FS;3963;18/08/2014;1300000;;;2642-CT-14;KM 18, Route de Rufisque;0;0
2839;P-227-14/FS;3964;18/08/2014;1000000;;;2644-CT-14;KM 18, Route de Rufisque;0;0
2840;P-212A-14/NDN;3965;28/08/2014;7000000;28/08/2014;2 MOIS;2645-CT-14;;1;0
2841;P-269-14/NDN;3967;29/08/2014;4700000;;5 MOIS;2647-CT-14;;0;0
2842;P-246-14/NDN;3970;29/08/2014;338983;;5 JOURS;2649-CT-14;8393 SACRE COEUR I;0;0
2843;P-224-14/FS;3970;29/08/2014;338983;;;2650-CT-14;8393 SACRE COEUR I;0;0
2844;P-226B-14/NDN AVENANT P-423-13/NDN;3982;08/09/2014;1694915;;6 MOIS;2652-CT-14;"11, RUE MALANG X BOULEVARD DJILY MBAYE
IMMEUBLE ELECTRA 1, 1E ETAGE";0;0
2845;P-420A-14/NDN AVENANT P-259-12/NDN;3675;09/09/2014;750000;;;2653-CT-14;"LES PANGOLS S/C DMT ARCHITECTURES & DESIGN
28, BOULEVARD DE L'EST POINT E";0;0
2849;P-276A-14/NDN;3976;11/09/2014;1186440;;4 MOIS;2654-CT-14;Boulevard de l'est -Immeuble Ibrahima NDIAYE -point E;0;0
2850;P-078A-14/NDN;3756;11/02/2014;3500000;03/06/2014;12;2531-CT-14;Grand Dakar, derriËre la Mairie, N∞30B - DAKAR ;0;0
2851;P-288-14/NDN;4002;15/09/2014;254237;;5 jours;2656-CT-14;" Lot N∞6 libertÈ 6 extension
DAKAR";0;0
2852;P-240-14/NDN;3999;15/09/2014;8500000;;05 MOIS;2655-CT-14;17, RUE SAINT MICHEL;0;0
2853;P-406A-13/NDN;3660;06/02/2014;9300000;27/08/2014;10 MOIS;2507-CT-14;9, CitÈ Millionnaire - route de l'Aeroport - Dakar ;0;0
2854;P-202C-12/NDN;4003;19/02/2013;10000000;19/06/2014;36;2288-CT-13;18, CITE PYROTECHNIE MERMOZ;0;0
2855;P-251A-14/NDN;3952;17/09/2014;423728;;5 JOURS;2657-CT-14;74, RUE CARNOT;0;0
2856;P-262-14/NDN;4010;19/08/2014;400000;;5 JOURS;2638-CT-14;189 CITE FADIA GOLF SUD;0;0
2857;P-273A-14/NDN;3983;23/09/2014;5900000;;8 MOIS;2660-CT-14;27 AVENUE GEORGES POMPIDOU (PONTY);0;0
2858;P-307A-14/NDN;4016;07/10/2014;1800000;;9 MOIS;2663-CT-14;Touba;0;0
2859;P-192B-14/NDN;3913;02/10/2014;3250000;;03 MOIS;2662-CT-14;CGC  SENEGAL / Monsieur WANG Xiaozhen Villa 38G, Hann Maristes 1  BP 48188 MÈdina DAKAR / SENEGAL ;0;0
2860;P-272A-14/NDN;3984;24/09/2014;2203389;;10 MOIS;2661-CT-14;EX CAMP MILITAIRE DE THIAROYE;0;0
2861;P-308A-14/NDN;4032;14/10/2014;4300000;;15 MOIS;2666-CT-14;"CITE ASSEMBLEE 
LOT N¯22, OUAKAM";0;0
2862;P-414A-13/NDN;3668;26/12/2013;2118644;;06 MOIS;2482-CT-13;HLM NIMZATT - N¯1;0;0
2863;P-126A-14/NDN;3888;17/10/2014;285000;;5 JOURS;2667-CT-14;GRAND MBOUR EN FACE STADE CAROLINE FAYE;0;0
2864;P-292A-14/BE;4007;20/10/2014;3094000;26/10/2014;;2668-CT-14;IMMEUBLE TICHITE LOCAL N∞11;0;0
2865;P-324A-14/NDN;4051;20/10/2014;7000000;21/10/2014;8 MOIS;2669-CT-14;SICAP LIBERTE 1;0;0
2866;P-321B-14/NDN;4048;21/10/2014;1600000;22/10/2014;5 JOURS;2671-CT-14;4, Avenue Cheikh Anta DIOP - Rte de Ouakam - Dakar ;0;0
2867;P-334-14/FS;4053;23/10/2014;150000;;5 JOURS;2674-CT-14;;0;0
2869;P-333-14/NDN;4054;23/10/2014;296610;23/10/2014;;2675-CT-14;"S/C NDONGO GUEYE
32 SIPRES MOURTALA ";0;0
2870;P-319A-14/NDN;4023;23/10/2014;932203;;5 JOURS;2672-CT-14;;0;0
2871;P-286B-14/NDN;3995;23/10/2014;3000000;24/10/2014;24 MOIS;2673-CT-14;POINT E;0;0
2872;P-250A-14/NDN;4015;23/10/2010;700000;23/10/2014;5 JOURS;2676-CT-14;SICAP LIBERTE 1;0;0
2873;P-325A-14/NDN;4052;20/10/2014;165200;;5 JOURS;2670-CT-14;;0;0
2874;P-329-14/NDN;4055;29/10/2014;0;;5 JOURS;2677-CT-14;4, Avenue Cheikh Anta DIOP - Rte de Ouakam - Dakar ;0;0
2877;P-337A-14/NDN;4056;29/10/2014;400000;;1 MOIS;2678-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2878;P-339A-14/NDN;4057;23/10/2014;500000;;5 JOURS;2679-CT-14;GRAND MBOUR;0;0
2879;P-241-14/NDN;4058;05/11/2014;1400000;;3 MOIS;2680-CT-14;"s/c GA2D
Rue 1 x A ? Point E ? Dakar";0;0
2880;P-168-14/NGD;3243;;12050000;;12 MOIS;2682-CT-14;"BOULEVARD DIAL DIOP
QUARTIER ZONE A";0;0
2881;P-336B-14/NDN;4059;07/11/2014;2400000;10/11/2014;9 MOIS;2681-CT-14;"SACRE COEUR 1
N¯8469";0;0
2882;P-317-14/FS;4020;11/11/2014;175000;;;2684-CT-14;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";0;0
2883;P-392-13/NDN;3646;03/11/2014;21193800;;;2683-CT-14;"BOULEVARD DIAL DIOP
QUARTIER ZONE A";0;0
2884;P-342-14/NDN;4060;14/11/2014;2000000;17/11/2014;8 MOIS;2685-CT-14;"ALMADIES
ZONE 10 LOT C";0;0
2885;P-177B-14/NDN;4061;14/11/2014;508475;;5 JOURS;2686-CT-14;SICAP LIBERTE 1;0;0
2886;P-277-13/NDN;3435;14/11/2014;1400000;;;2687-CT-14;"APPART 141, ESPACE RESIDENCE
LIBERTE 6 EXTENSION";0;0
2887;P-293B-14/NDN;4017;14/11/2014;2966101;;12 MOIS;2688-CT-14;"DIOCES DE THIES
249 PLACE DU TRESOR";0;0
2888;P-322-14/NDN;4049;14/11/2014;1200000;14/11/2014;1 MOIS;2689-CT-14;LOT 87 SACRE COEUR 1;0;0
2889;P-842-14/NDN;4062;19/11/2014;169491;;5 JOURS;2691-CT-14;"ZONE DE CAPTAGE VILLA N¯271
2E ETAGE ";0;0
2890;P-168-13/NGD;3243;10/11/2014;12050000;;12 MOIS;2690-CT-14;"BOULEVARD DIAL DIOP
QUARTIER ZONE A";0;0
2891;P-357-14/NDN;4066;21/11/2014;5800000;;7 MOIS;2692-CT-14;Touba;0;0
2892;P-363-14/NDN;4070;24/11/2014;200000;;5 JOURS;2693-CT-14;"VILLA N¯088
PARCELLES ASSAINIES UNITE 26 ";0;0
2893;P-258A-14/NDN;4012;27/11/2014;7500000;;3 MOIS;2694-CT-14;KM 3.5 BOULEVARD DU CENTENAIRE DE LA COMMUNE DE DAKAR;0;0
2894;P-369-14/NDN;4087;27/11/2014;500000;;;2695-CT-14;SODIDA LOT N¯1;0;0
2895;P-362A-14/NDN;4071;04/12/2014;300000;;5 JOURS;2696-CT-14;29, rue Valmy X rue 38 Grasland;0;0
2896;P-359B-14/NDN;4074;04/12/2014;7200000;;24 MOIS;2697-CT-14;38, avenue Malick SY - Dakar ;0;0
2897;P-385A-14/NDN;4102;09/12/2014;5293220;;13 MOIS;2698-CT-14;"S/C DAME SAKHO
HANN MARISTES 1 ILOT J-81";0;0
2898;P-376A-14/NDN;4112;10/12/2014;2714000;;8 MOIS;2699-CT-14;"S/C BATICONSULT INGERNIERIE
FRONT DE TERRE X CASTORS";0;0
2899;P-361-14/NDN;4072;10/12/2014;254237;;5 JOURS;2700-CT-14;;0;0
2900;P-372B-14/NDN;4095;10/12/2014;1694915;;08 MOIS;2701-CT-14;SICAP LIBERTE 2 VILLA N¯1506;0;0
2901;P-309A-14/BE;4028;15/12/2014;4250000;;4 MOIS;2702-CT-14;"WINTROP PHARMA SENEGAL
KM 16 ROUTE DE RUFISQUE";0;0
2902;P-389-14/FS;4107;16/12/2014;300000;;5 JOURS;2703-CT-14;LIBERTE 6 EXTENSION;0;0
2903;P-390A-14/NDN;4108;17/12/2014;600000;;5 JOURS;2704-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2904;P-403-14/NDN;4115;18/12/2014;500000;;5 JOURS;2705-CT-14;77/C15, Bld GÈnÈral de Gaulle  - DAKAR ;0;0
2905;P-409-14/SL;4121;26/12/2014;338983;;5 MOIS;2708-CT-14;;0;0
2906;P-377-14/FS;4127;29/12/2014;405000;;;2709-CT-14;"WINTROP PHARMA SENEGAL
KM 16 ROUTE DE RUFISQUE";0;0
2907;P-411-14/BSF;4128;29/12/2014;300000;;5 JOURS;2710-CT-14;Touba;0;0
2909;P-410-14/SL;4126;31/12/2014;1694915;;8 MOIS;2706-CT-14;"EGBTP /  Amadou Hane SARL
MarÇchal Bugeaud
Kaolack- SÈnÈgal";0;0
2910;P-395-14/NDN;4116;31/12/2014;525000;;5 JOURS;2707-CT-14;Route des Almadies - DAKAR ;0;0
2911;P-408-14/SL;4122;31/12/2014;211864;;5 JOURS;2711-CT-14;"17, RUE AIME CESAIRE 
FANN RESIDENCE";0;0
2912;P-402A-14/NDN;4129;31/12/2014;2400000;;10 MOIS;2713-CT-14;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2913;P-386-14/NDN;4103;30/12/2014;3000000;02/12/2014;1 MOIS;2712-CT-14;28, Rue 17 quartier Diakhao Thialy - ThiËs ;0;0
2914;P-243C-14/BE;4130;;3840000;;3 MOIS;2714-CT-15;;0;0
2915;P-243C-14/BE;4130;08/01/2015;3840000;;3 MOIS;2714-CT-15;KM 5 AVENUE CHEIKH ANTA DIOP;0;0
2916;P-007-15/NDN;4131;09/01/2015;360169;;5 JOURS;2715-CT-15;"SACRE COEUR III VDN
VILLA 10507";0;0
2917;P-354A-14/NDN;4078;09/01/2015;8800000;27/05/2016;12 MOIS;2716-CT-15;186, AVENUE LAMINE GUEYE;0;0
2918;P-002-14/SL;4132;09/01/2015;510000;;5 JOURS;2717-CT-15;"S/C MOUHAMADOU DIOMBANA
PRESIDENT DU GROUPE AURIAS
186, CITE FADIA - GOLD SUD";0;0
2919;P-360A-14/NDN;4073;09/01/2015;296610;;5 JOURS;2718-CT-15;;0;0
2920;P-012-15/NDN;4151;13/01/2015;700000;;5 JOURS;2719-CT-15;"ROUTE DE SEBY PONTY
DIAMNIADIO";0;0
2921;P-015-15/NDN;4134;13/01/2015;150000;;5 JOURS;2720-CT-15;HLM VI face CitÈ douaniers - Dakar ;0;0
2922;P-241B-13/NDN;3397;13/01/2015;20000000;21/04/2015;12 mois;2721-CT-15;3, RURE PARENT;0;0
2923;P-003A-15/BSF;4135;16/01/2015;328000;;;2723-CT-15;"CONCEPTIONS ET ETUDES MECANIQUES INDUSTRIEL
ZONE DE  CAPTAGE, VILLA N¯108";0;0
2924;P-020-15/NDN;4136;16/01/2015;400000;;5 JOURS;2722-CT-15;"CONCEPTIONS ET ETUDES MECANIQUES INDUSTRIEL
ZONE DE  CAPTAGE, VILLA N¯108";0;0
2925;P-415-14/SL;4137;;820000;;5 JOURS;2724-CT-15;"17, RUE AIME CESAIRE 
FANN RESIDENCE";0;0
2926;P-019-15/NDN;4138;16/01/2015;338983;;5 JOURS;2726-CT-15;;0;0
2927;P-023-15/NDN;4139;16/01/2015;450000;;5 JOURS;2725-CT-15;"OUAKAM TALLY AMERICAIN
COTE SGBS";0;0
2928;P-026-15/FS;4140;16/01/2015;127118;;5 JOURS;2727-CT-15;BOULEVARD DE L'EST X 2 BIS POINT E;0;0
2929;P-018-15/NDN;4141;19/01/2015;200000;;5 JOURS;2728-CT-15;CITE SOM N¯19 HANN MARISTES;0;0
2930;P-387A-14/NDN;4106;23/01/2015;3000000;;8 MOIS;2729-CT-15;"HANN MARISTES
ILOT P N¯11";0;0
2931;P-355-14/NDN;4077;26/01/2015;750000;;5 JOURS;2730-CT-15;167, AVENUE LAMINE GUEYE X PLACE SOWETO;0;0
2932;P-031-15/NDN;4160;28/01/2015;900000;;5 JOURS;2731-CT-15;"S/C CALEB CABLES AFRICA SA
21, CITE SOMISCI MERMOZ";0;0
2933;P-039-15/NDN;4169;31/01/2015;677966;;5 JOURS;2732-CT-15;;0;0
2934;P-024A-15/NDN;4154;04/02/2015;1600000;;5 MOIS;2733-CT-15;;0;0
2935;P-431B-13/NDN;3688;19/12/2013;27000000;19/12/2014;18 MOIS;2579-CT-14;;0;0
2936;P-261A-14/NDN;4185;19/08/2014;1;01/11/2014;2 MOIS;26859-CT-14;ZONE PORTUAIRE DE NOUAKCHOTT;0;0
2937;P-383-14/NDN;4100;10/02/2015;4200000;12/02/2015;24;2738-CT-15;POINT E, RUE 6 X C;0;0
2938;P-063-15/FS;4240;13/02/2015;500000;05/03/2015;1 MOIS;2748-CT-15;;0;0
2939;P - 109-15 / NDN;4239;09/04/2015;5500000;;9 MOIS;2781-CT-15;Boulevard 28 Touba;0;0
2940;P - 069-15 / B.E;0;30/03/2015;0;;6 MOIS;2775-CT-15;;0;0
2941;P - 119-15 / NDN;4242;20/03/2015;2076271;;8 MOIS;2786- CT- 15;FRONT DE TERRE X CASTORS ;0;0
2942;P - 130A-15 / NDN;4235;31/03/2015;7200000;26/08/2016;15 MOIS;2776-CT-15;HLM FASS PAILLOTE NO 58/A ;0;0
2943;P - 080-15 / NDN;4243;;1100000;;;2745-CT-15;GRAND DAKAR PRES DU CENTRE DE SANTE GASPARD CAMARA;0;0
2944;P - 038-15 / SL;4166;29/01/2015;1500000;;7 MOIS;2787-CT-15;;0;0
2945;P - 107B-15 / NDN;4246;12/03/2015;5100000;;15 mois;2790-CT-15;13, rue Fleurus - Dakar ;0;0
2946;P - 052B-15 / NDN;4247;;2000000;;;;;0;0
2948;P - 052B-15 / NDN;4247;10/04/2015;2000000;;6 MOIS;2791-CT-15;VDN EN FACE CITE SIPRES;0;0
2949;P-151-15/NDN;4248;;695000;;;;"LIBERTE 6 EXTENSION VDN 
DERRIERE ECOLE MACHALLAH";0;0
2950;P-151-15/NDN;4248;14/04/2015;695000;;15 MOIS;2789-CT-15;"LIBERTE 6 EXTENSION VDN 
DERRIERE ECOLE MACHALLAH";0;0
2951;P - 080-15 / NDN;4243;19/02/2015;1100000;;;2745-CT-15;GRAND DAKAR PRES DU CENTRE DE SANTE GASPARD CAMARA;0;0
2952;P - 144A-13 / NDN;4249;23/02/2015;3930000;;8 MOIS;2746-CT-15;"IMMEUBLE MANDAO , 03 RUE 2 
MERMOZ PYROTECHNIE";0;0
2953;P-030A-15/NDN;4200;;1300000;;;2747-CT-15;19, Av. LÈopold SÈdar SENGHOR - DAKAR ;0;0
2954;P-146A-15/NDN;4250;16/04/2015;2400000;;12 MOIS;2792-CT-15;VILLA NO 1444 NORD LIBERTE 6 ;0;0
2955;P-096-15/CTD;4254;17/03/2015;4000000;;8 MOIS;2795-CT-15;"CENTRE TECHNIQUE   DE LA GENDARMERIE 
CASERNE SAMBA DIERY DIALLO";0;0
2956;P-097-15/CTD;4255;17/03/2015;3800000;;6 MOIS;2796-CT-15;"CENTRE TECHNIQUE   DE LA GENDARMERIE 
CASERNE SAMBA DIERY DIALLO";0;0
2961;P-030A-15/NDN;4200;25/02/2015;1300000;26/03/2015;6 MOIS;2747-CT-15;19, Av. LÈopold SÈdar SENGHOR - DAKAR ;0;0
2962;P- 029-15/NDN;4199;28/01/2015;4500000;05/03/2015;12 MOIS;2749-CT-15;;0;0
2963;P-260B-14/BE;4197;28/02/2015;56500000;;36 MOIS;2751-CT-15;NIGER;0;0
2964;P-138-15/SL;4256;09/04/2015;300000;;;2797-CT-15;PARCELLES ASSAINIES UNITE 24 ;0;0
2965;P-156-15/NDN;4257;16/04/2015;0;;;2798-CT- 15;74, RUE CARNOT;0;0
2966;P-137A-15/NDN;4258;15/04/2015;350000;;;2799-CT-15;ALEMADIES ZONE 13 LOT No 9 ;0;0
2967;P-061A-15/NDN;4259;19/02/2015;650000;;;2744-CT-15;ALEMADIES ZONE 13 LOT No 9 ;0;0
2968;P-169-15/NDN;4260;24/04/2015;400000;;;2800-CT-15;"Moniseur NALLA  FALL s/c Monsieur Pape Oumar DIENG
SACRE COEUR I villa no 8255";0;0
2969;P-161A-15 / NDN;4261;23/04/2015;1650000;;06 mois;2801- CT-15;Rue MZ 33 X 50 Mermoz Pyrotechnie;0;0
2970;P-162-15/NDN;4262;17/04/2015;1100000;26/05/2015;;2802-CT-15;KM 6.5 BLD DU CENTENAIRE DE LA COMMUNE DE DAKAR;0;0
2971;P-082-15/NDN;4263;26/02/2015;500000;;08 MOIS;2803-CT-15;"HANN MARISTES
ILOT P N¯11";0;0
2972;P-172A-15/NDN;4264;30/04/2015;200000;;02 MOIS;2804-CT-15;GRAND MBAO ,CITE SYPROM ;0;0
2973;P-176-15/NDN                        P-360-14/NDN;4266;30/04/2015;600000;;12 MOIS;2806-CT-15;"VILLA No 12 CITE IBA NDIAYE DIADJI
SICAP KEUR GORGUI ";0;0
2974;P-183-15/NDN;4267;30/04/2015;254237;;;2807-CT-15;;0;0
2976;P-170-15/NDN;4268;27/04/2015;1600000;;;2808 -CT- 15;"l'Institut de Technologie Alimentaire (ITA) 
Routes des PËres maristes
 Hann

";0;0
2977;P-184-15/NDN;4269;07/05/2015;200000;;;2008-CT-15;Km 8,5 bd du Centenaire de la commune de Dakar;0;0
2978;P-140-15/NDN;4271;10/04/2015;900000;;10 JOURS;2811-CT- 15;CITE ECOLE POLICE MERMOZ;0;0
2979;P-167-15/NDN;4272;23/04/2015;182203;;;2812-CT-15;CITE SOPRIM ;0;0
2980;P-190-15/NDN;4273;11/05/2015;225000;;;2813-CT-15;RUFISQUE,CITE SOCABEG -VILLA No 33;0;0
2981;P-191-15/SL;4274;12/05/2015;0;;;2814-CT-15;VILLA NO 8421 SACRE COEUR 1;0;0
2982;P-184-15/NDN;4269;07/05/2015;200000;;;2809-CT-15;Km 8,5 bd du Centenaire de la commune de Dakar;0;0
2983;P-171-15/NDN;4265;28/04/2015;750000;;;2805-CT-15;SODIDA LOT 01 ;0;0
2984;P-356A-14/NDN;4275;04/02/2015;12711865;20/04/2015;24 MOIS;2788-CT-15;"11, RUE MALANG X BOULEVARD DJILY MBAYE
IMMEUBLE ELECTRA 1, 1E ETAGE";0;0
2985;P-072-15/CTD;4276;24/02/2015;3250000;;6 MOIS ;2816-CT-15;"CONGREGATION IMMACULEE CONCEPTION  PROVINCE DU SENEGAL
48, RUE JACQUES BUGNICOURT";0;0
2986;P-155-15/BE;4278;;0;;24 MOIS;2815-CT-15;"BOULEVARD DIAL DIOP
QUARTIER ZONE A";0;0
